acceptedname	phylum	occurences	sti	sd	speciesname	taxonrank	infraspecificepithet	taxon_uri
Moerckia hibernica	Marchantiophyta	493	3.991639915	3.359591422	Moerckia hibernica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/moerckiahibernica
Cephalozia macrostachya	Marchantiophyta	493	7.67813047	2.004488726	Cephalozia macrostachya	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cephaloziamacrostachya
Bromus carinatus	Tracheophyta	494	8.938356088	1.133782952	Bromus carinatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ceratochloacarinata
Hedysarum spinosissimum	Tracheophyta	494	16.68605786	1.524139395	Hedysarum spinosissimum	SPECIES		
Allium angulosum	Tracheophyta	495	8.544533493	1.870173902	Allium angulosum	SPECIES		
Festuca gautieri	Tracheophyta	495	10.33521158	2.473878904	Festuca gautieri	SPECIES		
Epipactis muelleri	Tracheophyta	495	9.69317387	1.458871232	Epipactis muelleri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/epipactismuelleri
Wadeana dendrographa	Ascomycota	495	9.374837834	0.967290332	Wadeana dendrographa	SPECIES		
Heterocladium dimorphum	Bryophyta	495	2.949139144	2.722295398	Heterocladium dimorphum	SPECIES		
Hypericum linariifolium	Tracheophyta	495	11.53582605	2.822141014	Hypericum linariifolium	SPECIES		
Rubus aureolus	Tracheophyta	496	6.772313327	0.525785114	Rubus aureolus	SPECIES		
Leptogium turgidum	Ascomycota	496	9.159880977	1.85896787	Leptogium turgidum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/leptogiumturgidum
Spergularia diandra	Tracheophyta	496	17.31007264	2.540064636	Spergularia diandra	SPECIES		
Anchusa undulata	Tracheophyta	497	15.31164842	2.879959618	Anchusa undulata	SPECIES		
Sphagnum obtusum	Bryophyta	497	3.441027615	3.207690803	Sphagnum obtusum	SPECIES		
Campanula uniflora	Tracheophyta	497	-3.072569805	3.459665439	Campanula uniflora	SPECIES		
Tayloria lingulata	Bryophyta	497	-0.180320645	3.329656812	Tayloria lingulata	SPECIES		
Veronica orsiniana	Tracheophyta	497	11.06115651	1.294660199	Veronica orsiniana	SPECIES		
Micarea nitschkeana	Ascomycota	497	7.95961363	1.720863095	Micarea nitschkeana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/micareanitschkeana
Phacidium multivalve	Ascomycota	497	8.509519445	1.127286945	Phacidium multivalve	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/phacidiummultivalve
Schistidium robustum	Bryophyta	497	5.136173138	3.237675864	Schistidium robustum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/schistidiumrobustum
Silene uniflora subsp. glareosa	Tracheophyta	497	7.529622089	3.540813913	Silene uniflora subsp. glareosa	SUBSPECIES		
Poa ligulata	Tracheophyta	498	12.07724795	2.113692042	Poa ligulata	SPECIES		
Androsace maxima	Tracheophyta	498	11.2187222	2.645510006	Androsace maxima	SPECIES		
Cardamine parviflora	Tracheophyta	498	7.981189992	2.929334362	Cardamine parviflora	SPECIES		
Globularia nudicaulis	Tracheophyta	498	7.994371834	3.18426137	Globularia nudicaulis	SPECIES		
Conopodium thalictrifolium	Tracheophyta	498	15.20477181	1.268392796	Conopodium thalictrifolium	SPECIES		
Micarea stipitata	Ascomycota	499	7.817994432	1.084664995	Micarea stipitata	SPECIES		
Rubus schleicheri	Tracheophyta	499	8.528485012	1.299005206	Rubus schleicheri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubusschleicheri
Pilosella glomerata	Tracheophyta	499	4.028705585	2.941833599	Pilosella glomerata	SPECIES		
Crataegus flabellata	Tracheophyta	499	6.167547969	1.419492596	Crataegus flabellata	SPECIES		
Sternbergia clusiana	Tracheophyta	499	19.19035182	1.199942016	Sternbergia clusiana	SPECIES		
Fritillaria lusitanica	Tracheophyta	499	14.56466753	2.16129458	Fritillaria lusitanica	SPECIES		
Vouauxiella lichenicola	Ascomycota	499	7.96612077	1.753007144	Vouauxiella lichenicola	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/vouauxiellalichenicola
Diatrypella verruciformis	Ascomycota	499	6.301376425	1.334287015	Diatrypella verruciformis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/diatrypellaverrucaeformis
Carex bigelowii subsp. dacica	Tracheophyta	499	1.568536295	1.999259468	Carex bigelowii	SUBSPECIES	dacica	
Launaea lanifera	Tracheophyta	500	16.10078633	1.302127576	Launaea lanifera	SPECIES		
Lecania cyrtellina	Ascomycota	500	7.868717284	2.505710564	Lecania cyrtellina	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecaniacyrtellina
Opegrapha rupestris	Ascomycota	500	10.29115006	3.292629266	Opegrapha rupestris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/opegrapharupestris
Pilosella dichotoma	Tracheophyta	500	7.390850329	0.288350083	Pilosella dichotoma	SPECIES		
Plantago crassifolia	Tracheophyta	500	16.13889507	2.208719568	Plantago crassifolia	SPECIES		
Streptopus amplexifolius	Tracheophyta	500	6.547831207	2.765324125	Streptopus amplexifolius	SPECIES		
Adonis flammea	Tracheophyta	501	11.27177423	2.137656386	Adonis flammea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/adonisflammea
Astragalus stella	Tracheophyta	501	14.03561521	2.623873372	Astragalus stella	SPECIES		
Cydonia oblonga	Tracheophyta	502	11.7310729	3.576840879	Cydonia oblonga	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cydoniaoblonga
Lecanora farinaria	Ascomycota	502	5.967089055	2.246242762	Lecanora farinaria	SPECIES		
Umbilicaria vellea	Ascomycota	502	2.091312832	4.467335762	Umbilicaria vellea	SPECIES		
Fulgensia bracteata	Ascomycota	502	0.148604469	6.504277165	Fulgensia bracteata	SPECIES		
Amaranthus muricatus	Tracheophyta	502	15.16624226	2.283754485	Amaranthus muricatus	SPECIES		
Pertusaria oculata	Ascomycota	503	0.739083457	3.707175539	Pertusaria oculata	SPECIES		
Ochradenus baccatus	Tracheophyta	503	19.9241816	0.831108435	Ochradenus baccatus	SPECIES		
Iberis carnosa subsp. lagascana	Tracheophyta	503	15.46286662	2.556661963	Iberis carnosa	SUBSPECIES	lagascana	
Otidea bufonia	Ascomycota	504	7.401659936	2.273732355	Otidea bufonia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/otideabufonia
Ulota calvescens	Bryophyta	504	9.24123168	1.708646079	Ulota calvescens	SPECIES		
Festuca guestfalica	Tracheophyta	504	8.946307865	1.850770465	Festuca guestfalica	SPECIES		
Alchemilla sarmatica	Tracheophyta	504	3.735126034	1.935908891	Alchemilla sarmatica	SPECIES		
Monostroma grevillei	Chlorophyta	504	6.231693161	2.85194301	Monostroma grevillei	SPECIES		
Narcissus asturiensis	Tracheophyta	504	9.926221458	2.121869963	Narcissus asturiensis	SPECIES		
Centaurium tenuiflorum	Tracheophyta	504	15.20883179	2.682295296	Centaurium tenuiflorum	SPECIES		
Thymelaea tartonraira subsp. valentina	Tracheophyta	504	15.13730849	2.211225589	Thymelaea tartonraira	SUBSPECIES	valentina	
Ramalina lacera	Ascomycota	505	11.09597427	3.397653251	Ramalina lacera	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ramalinalacera
Rubus epipsilos	Tracheophyta	505	7.203439801	1.229511909	Rubus epipsilos	SPECIES		
Epipactis kleinii	Tracheophyta	505	12.46503434	2.382055601	Epipactis kleinii	SPECIES		
Agrostis rupestris	Tracheophyta	505	6.27810997	3.117792842	Agrostis rupestris	SPECIES		
Globularia punctata	Tracheophyta	505	8.878001871	1.494193126	Globularia punctata	SPECIES		
Vicia grandiflora	Tracheophyta	506	10.31636667	2.625511191	Vicia grandiflora	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/viciagrandiflora
Calicium trabinellum	Ascomycota	506	2.286906768	2.555503085	Calicium trabinellum	SPECIES		
Stipa gigantea	Tracheophyta	507	14.93358411	1.803057937	Stipa gigantea	SPECIES		
Rubus vigorosus	Tracheophyta	507	9.254735295	0.705438234	Rubus vigorosus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubusaffinis
Bromus scoparius	Tracheophyta	507	15.16441188	4.231164625	Bromus scoparius	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bromusscoparius
Entosthodon fascicularis	Bryophyta	507	9.496763956	2.372869525	Entosthodon fascicularis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/entosthodonfascicularis
Plantago ovata	Tracheophyta	508	18.4378765	2.580207639	Plantago ovata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/plantagoovata
Phaeographis inusta	Ascomycota	508	9.700256248	0.725372167	Phaeographis inusta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/phaeographisinusta
Rumex pulcher subsp. woodsii	Tracheophyta	508	14.93432052	2.132293317	Rumex pulcher	SUBSPECIES	woodsii	
Glaucium corniculatum	Tracheophyta	509	14.18902838	3.574630161	Glaucium corniculatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/glauciumcorniculatum
Lathyrus blepharicarpus	Tracheophyta	509	18.03623925	1.993130106	Lathyrus blepharicarpus	SPECIES		
Ifloga spicata	Tracheophyta	510	19.27114887	1.549226554	Ifloga spicata	SPECIES		
Clauzadea immersa	Ascomycota	510	10.26153505	3.068776399	Clauzadea immersa	SPECIES		
Papaver umbonatum	Tracheophyta	510	19.27630248	1.930509117	Papaver umbonatum	SPECIES		
Herbertus stramineus	Marchantiophyta	510	6.528486807	1.013595261	Herbertus stramineus	SPECIES		
Rubus gremlii	Tracheophyta	511	9.411325864	1.233892551	Rubus gremlii	SPECIES		
Datura innoxia	Tracheophyta	511	11.16687755	4.787351651	Datura innoxia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/daturainoxia
Scapania curta	Marchantiophyta	511	3.067032674	3.887315157	Scapania curta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/scapaniacurta
Tolpis virgata	Tracheophyta	511	16.90923902	2.753847685	Tolpis virgata	SPECIES		
Bacidina phacodes	Ascomycota	511	7.166167724	2.622070514	Bacidina phacodes	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bacidiaphacodes
Alyssum granatense	Tracheophyta	511	13.67823669	2.219060434	Alyssum granatense	SPECIES		
Stereocaulon paschale	Ascomycota	511	2.1473745	3.321828317	Stereocaulon paschale	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/stereocaulonpaschale
Anastrophyllum saxicola	Marchantiophyta	511	3.164320077	2.544892015	Anastrophyllum saxicola	SPECIES		
Parthenocissus tricuspidata	Tracheophyta	511	9.288273183	1.900498501	Parthenocissus tricuspidata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/parthenocissustricuspidata
Bryum sauteri	Bryophyta	512	8.55309226	1.428687424	Bryum sauteri	SPECIES		
Anagallis monelli	Tracheophyta	512	14.58568231	2.490479932	Anagallis monelli	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/anagallismonelli
Taphrina tosquinetii	Ascomycota	512	7.923059707	1.349918905	Taphrina tosquinetii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taphrinatosquinetii
Taraxacum bracteatum	Tracheophyta	512	7.480236515	0.827963436	Taraxacum bracteatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taraxacumbracteatum
Anastrophyllum michauxii	Marchantiophyta	512	4.117107289	2.298208929	Anastrophyllum michauxii	SPECIES		
Kiaeria starkei	Bryophyta	513	2.250371558	2.864466158	Kiaeria starkei	SPECIES		
Lathyrus annuus	Tracheophyta	513	14.75527987	2.427151729	Lathyrus annuus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lathyrusannuus
Salvia dominica	Tracheophyta	513	19.33674076	1.295534461	Salvia dominica	SPECIES		
Hypnum revolutum	Bryophyta	513	-0.764500698	4.407082454	Hypnum revolutum	SPECIES		
Placopsis gelida	Ascomycota	513	2.992043289	4.37461751	Placopsis gelida	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/placopsisgelida
Hypocrea gelatinosa	Ascomycota	513	7.764050132	1.896014604	Hypocrea gelatinosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hypocreagelatinosa
Pyropia leucosticta	Rhodophyta	513	8.631296279	2.377941252	Pyropia leucosticta	SPECIES		
Stereocaulon condensatum	Ascomycota	513	3.00227405	4.684468378	Stereocaulon condensatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/stereocauloncondensatum
Sclerotinia pseudotuberosa	Ascomycota	513	8.060299893	1.613708041	Sclerotinia pseudotuberosa	SPECIES		
Crepis aurea	Tracheophyta	514	5.371481221	2.965674283	Crepis aurea	SPECIES		
Bryum tenuisetum	Bryophyta	514	8.474032867	1.679093428	Bryum tenuisetum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bryumtenuisetum
Lophocolea minor	Marchantiophyta	514	3.692408757	3.64540465	Lophocolea minor	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lophocoleaminor
Lavatera trimestris	Tracheophyta	514	13.68519669	4.242785421	Lavatera trimestris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lavateratrimestris
Santolina canescens	Tracheophyta	514	14.11538262	1.377226764	Santolina canescens	SPECIES		
Chrozophora tinctoria	Tracheophyta	514	16.00044335	2.192370644	Chrozophora tinctoria	SPECIES		
Pertusaria lactescens	Ascomycota	514	8.216968407	1.135413596	Pertusaria lactescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pertusarialactescens
Ptilostemon hispanicus	Tracheophyta	514	15.04247086	1.144428054	Ptilostemon hispanicus	SPECIES		
Leptoscyphus cuneifolius	Marchantiophyta	514	8.014525162	1.022498013	Leptoscyphus cuneifolius	SPECIES		
Cerastium alpinum var. lanatum	Tracheophyta	514	1.226625856	2.611641308	Cerastium alpinum	VARIETY	lanatum	
Ranunculus tripartitus	Tracheophyta	515	11.967066	3.053568293	Ranunculus tripartitus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ranunculustripartitus
Schaereria cinereorufa	Ascomycota	515	5.937343402	2.723496789	Schaereria cinereorufa	SPECIES		
Arenaria modesta	Tracheophyta	516	13.66925677	1.813797377	Arenaria modesta	SPECIES		
Rosellinia aquila	Ascomycota	516	8.52433994	1.359924323	Rosellinia aquila	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/roselliniaaquila
Pseudorlaya pumila	Tracheophyta	516	16.39666313	1.694274426	Pseudorlaya pumila	SPECIES		
Rubus glauciformis	Tracheophyta	516	7.641064557	0.357157315	Rubus glauciformis	SPECIES		
Lagerheimia ciliata	Chlorophyta	517	9.314331001	0.389909205	Lagerheimia ciliata	SPECIES		
Phaeophyscia ciliata	Ascomycota	517	4.129471871	3.471376376	Phaeophyscia ciliata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/phaeophysciaciliata
Saxifraga paniculata	Tracheophyta	517	6.143422671	3.580387367	Saxifraga paniculata	SPECIES		
Meredithia microphylla	Rhodophyta	517	9.639267238	1.95610651	Meredithia microphylla	SPECIES		
Taraxacum stenoschistum	Tracheophyta	517	5.495243939	1.619753914	Taraxacum stenoschistum	SPECIES		
Lophocolea fragrans	Marchantiophyta	518	8.755652738	1.324851468	Lophocolea fragrans	SPECIES		
Chaenotheca xyloxena	Ascomycota	518	4.451419318	2.610056846	Chaenotheca xyloxena	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/chaenothecaxyloxena
Parietaria lusitanica	Tracheophyta	518	15.63726839	2.538784345	Parietaria lusitanica	SPECIES		
Rubus hirtus	Tracheophyta	519	8.703673218	2.635950546	Rubus hirtus	SPECIES		
Sedum aizoon	Tracheophyta	519	5.778736928	1.789644398	Sedum aizoon	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sedumaizoon
Triticum urartu	Tracheophyta	519	16.55254672	1.652484155	Triticum urartu	SPECIES		
Carex nevadensis	Tracheophyta	519	10.64517215	4.536868659	Carex nevadensis	SPECIES		
Linaria aeruginea	Tracheophyta	519	12.69823998	2.057394682	Linaria aeruginea	SPECIES		
Phalaris paradoxa	Tracheophyta	519	15.09770431	3.53627748	Phalaris paradoxa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/phalarisparadoxa
Coriandrum sativum	Tracheophyta	519	9.081514674	3.454594709	Coriandrum sativum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/coriandrumsativum
Micromeria nervosa	Tracheophyta	519	18.18167647	1.405353783	Micromeria nervosa	SPECIES		
Caloplaca microthallina	Ascomycota	519	8.12435913	1.647976823	Caloplaca microthallina	SPECIES		
Lathyrus japonicus var. acutifolius	Tracheophyta	519	7.663718656	0.801262008	Lathyrus japonicus	VARIETY	acutifolius	
Draba lactea	Tracheophyta	520	-5.122006251	3.677655763	Draba lactea	SPECIES		
Hypocrea rufa	Ascomycota	520	7.228707806	2.255227304	Hypocrea rufa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hypocrearufa
Micarea micrococca	Ascomycota	520	7.20710157	2.249898371	Micarea micrococca	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/micareamicrococca
Rubus rhamnifolius	Tracheophyta	520	10.26699342	0.738764049	Rubus rhamnifolius	SPECIES		
Treubaria schmidlei	Chlorophyta	520	9.224143768	0.365333518	Treubaria schmidlei	SPECIES		
Cerinthe minor	Tracheophyta	521	8.218827709	2.598880361	Cerinthe minor	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cerintheminor
Cytisus fontanesii	Tracheophyta	521	14.55989971	1.581617911	Cytisus fontanesii	SPECIES		
Caloplaca verruculifera	Ascomycota	521	5.986609942	3.119882872	Caloplaca verruculifera	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/caloplacaverruculifera
Centaurium quadrifolium	Tracheophyta	521	14.01326746	2.637411267	Centaurium quadrifolium	SPECIES		
Avena sterilis subsp. ludoviciana	Tracheophyta	521	12.38893035	2.963191794	Avena sterilis	SUBSPECIES	ludoviciana	
Ferula communis subsp. catalaunica	Tracheophyta	521	15.56215724	1.276270353	Ferula communis	SUBSPECIES	catalaunica	
Vicia narbonensis	Tracheophyta	522	14.55789361	3.452053623	Vicia narbonensis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/vicianarbonensis
Solorina bispora	Ascomycota	523	-0.770958553	5.759864234	Solorina bispora	SPECIES		
Jacobaea maritima	Tracheophyta	523	11.4501695	3.370707795	Jacobaea maritima	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/jacobaeamaritima
Ranunculus muricatus	Tracheophyta	523	15.42970582	2.369580172	Ranunculus muricatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusmuricatus
Atriplex oblongifolia	Tracheophyta	523	8.731200988	1.00298459	Atriplex oblongifolia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/atriplexoblongifolia
Verrucaria aethiobola	Ascomycota	524	5.776199618	3.69407195	Verrucaria aethiobola	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/verrucariaaethiobola
Pyrenocollema halodytes	Ascomycota	524	8.403186185	2.547642283	Pyrenocollema halodytes	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/collemopsidiumhalodytes
Symphoricarpos chenaultii	Tracheophyta	524	7.722733642	1.116859589	Symphoricarpos chenaultii	SPECIES		
Hemerocallis lilioasphodelus	Tracheophyta	524	6.681675695	1.913728217	Hemerocallis lilioasphodelus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hemerocallislilioasphodelus
Lens culinaris	Tracheophyta	525	10.81257667	3.740999799	Lens culinaris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lensculinaris
Rubus echinatus	Tracheophyta	525	9.325311616	1.229086773	Rubus echinatus	SPECIES		
Andryala arenaria	Tracheophyta	525	16.36944587	0.980273614	Andryala arenaria	SPECIES		
Hysterium pulicare	Ascomycota	525	6.897170092	3.209832227	Hysterium pulicare	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hysteriumpulicare
Juranyiella javorkae	Chlorophyta	525	9.2040749	0.362392992	Juranyiella javorkae	SPECIES		
Hieracium loscosianum	Tracheophyta	525	12.31104223	2.0279476	Hieracium loscosianum	SPECIES		
Desmodesmus costato-granulatus	Chlorophyta	525	9.223945065	0.45116959	Desmodesmus costato-granulatus	SPECIES		
Legousia scabra	Tracheophyta	526	13.17085644	2.229385347	Legousia scabra	SPECIES		
Pyrenopeziza revincta	Ascomycota	526	8.682786086	1.098621815	Pyrenopeziza revincta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pyrenopezizarevincta
Petasites paradoxus	Tracheophyta	527	6.054003115	2.803835372	Petasites paradoxus	SPECIES		
Radula lindenbergiana	Marchantiophyta	527	7.05135913	3.276588187	Radula lindenbergiana	SPECIES		
Hypecoum imberbe	Tracheophyta	528	14.74094329	2.737021479	Hypecoum imberbe	SPECIES		
Jasonia tuberosa	Tracheophyta	528	12.60932189	2.007371772	Jasonia tuberosa	SPECIES		
Genista versicolor	Tracheophyta	528	12.6688482	1.683343524	Genista versicolor	SPECIES		
Tortella inclinata	Bryophyta	528	6.732419782	2.91560669	Tortella inclinata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/tortellainclinata
Ruta montana	Tracheophyta	529	14.24726162	2.409215833	Ruta montana	SPECIES		
Crambe hispanica	Tracheophyta	529	15.75523737	2.901453491	Crambe hispanica	SPECIES		
Potentilla aurea	Tracheophyta	529	5.207745708	2.230246523	Potentilla aurea	SPECIES		
Colchicum stevenii	Tracheophyta	529	20.09350303	1.282959471	Colchicum stevenii	SPECIES		
Pseudoleskeella catenulata	Bryophyta	529	5.757860923	3.251229374	Pseudoleskeella catenulata	SPECIES		
Carex colchica	Tracheophyta	530	9.709311805	1.487842666	Carex colchica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/carexligerica
Filago lutescens	Tracheophyta	530	12.71168431	3.015741917	Filago lutescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/filagolutescens
Urnula craterium	Ascomycota	530	6.027677549	1.9397864	Urnula craterium	SPECIES		
Thymus zygis	Tracheophyta	531	13.53944603	2.527972012	Thymus zygis	SPECIES		
Discelium nudum	Bryophyta	531	5.420080153	2.784666866	Discelium nudum	SPECIES		
Caloplaca ulcerosa	Ascomycota	531	8.729294628	2.386339556	Caloplaca ulcerosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/caloplacaulcerosa
